核卡狀況,聯徵紀錄,年齡,年收入,收支比,每月信用卡支出平均,扶養人數,居住時間,持有主卡,活躍帳戶,核卡狀況_no,核卡狀況_yes,房地產_no,房地產_yes,創業人士_no,創業人士_yes
yes,-0.3397165448614569,25,-1.0647349878002677,-0.3546499045709362,-0.5134591867138227,1,1,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,20,-1.1000836428202507,0.5380961165919645,-0.12987779643262756,0,0,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,25,-0.8759731699935585,-0.6926892691810096,-0.6645052931810737,0,0,1,5,0,1,1,0,1,0
no,1.1435051085769175,36,-0.49915650748053997,-0.7190841984670312,-0.6782559249526872,0,6,1,9,1,0,0,1,1,0
yes,-0.3397165448614569,19,-0.6671804476755258,-0.25200832903337667,-0.3741988750772516,0,11,0,5,0,1,1,0,1,0
no,-0.3397165448614569,31,-0.9351232527269967,-0.716995657465692,-0.6782559249526872,0,1,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,29,0.3786684255157039,-0.6951679602099228,-0.6476989666824909,0,10,1,15,0,1,1,0,1,0
yes,-0.3397165448614569,51,5.380444196418264,2.4150830730940553,10.687117922853995,1,10,1,21,0,1,0,1,1,0
yes,-0.3397165448614569,31,-1.0411692177869458,1.653278145560748,0.42348429440849256,0,0,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,46,0.9619212333454235,-0.4367271896515093,-0.264209001601819,1,0,1,7,0,1,0,1,1,0
yes,-0.3397165448614569,24,-0.6434968488121371,-0.1983538910288188,-0.3330417307824052,2,2,1,6,0,1,0,1,1,0
yes,-0.3397165448614569,54,0.01929043281254385,0.07808269883331899,0.11172410394624764,1,1,1,7,0,1,1,0,1,0
yes,-0.3397165448614569,21,-0.9527975802369882,-0.46607410736112015,-0.5492994567253299,0,10,1,3,0,1,0,1,1,0
yes,-0.3397165448614569,27,-0.06908120473741361,-0.6333621410115451,-0.595889640640722,0,4,1,6,0,1,0,1,1,0
yes,-0.3397165448614569,45,0.31386255797906876,0.23214001174237983,0.40192037032249117,0,10,1,12,0,1,1,0,1,0
no,-0.3397165448614569,35,-0.8938831552036833,-0.7172647720696901,-0.6782559249526872,0,5,0,0,1,0,1,0,1,0
yes,-0.3397165448614569,40,0.3727769830123737,-0.6891638959315178,-0.6405211478982141,1,7,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,54,0.5495202581122887,1.1368472563583472,1.6394801632358218,1,10,1,6,0,1,0,1,1,0
yes,-0.3397165448614569,28,0.07820485784584882,0.4571252053822154,0.5192103258662436,2,4,0,7,0,1,0,1,1,0
yes,0.4018942818577303,34,2.788268409377878,0.4444673683438497,2.0633267034959264,3,3,1,15,0,1,0,1,0,1
yes,0.4018942818577303,30,0.3727769830123737,-0.18548790336137574,-0.05423098751305757,5,2,1,7,0,1,0,1,1,0
yes,0.4018942818577303,33,-0.8055115176537259,8.837533280931138,4.86062322504798,0,1,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,51,1.1386645084453384,-0.26579796533618305,0.024682604831933835,1,9,1,2,0,1,1,0,1,0
no,4.851559242172853,25,-0.452024967453896,-0.7192387764202619,-0.6782559249526872,3,3,1,11,1,0,1,0,1,0
yes,-0.3397165448614569,27,-0.49915650748053997,0.2212979276067255,0.011790379166382927,1,1,1,0,0,1,1,0,1,0
no,-0.3397165448614569,23,-0.6876826675871158,-0.7183534652694908,-0.6782559249526872,0,2,0,0,1,0,1,0,1,0
yes,-0.3397165448614569,29,-0.510939392487201,4.829342356595921,3.3430044981839524,0,1,1,14,0,1,1,0,1,0
yes,-0.3397165448614569,33,0.07820485784584882,0.2777791207838618,0.3373994725819692,0,0,1,13,0,1,1,0,1,0
no,0.4018942818577303,30,0.5789774706289411,-0.7211976542441246,-0.6782559249526872,0,2,1,5,1,0,1,0,1,0
no,-0.3397165448614569,38,-1.0411692177869458,-0.7161955203285445,-0.6782559249526872,0,4,1,1,1,0,1,0,1,0
yes,-0.3397165448614569,32,-0.8055115176537259,-0.47862106436341884,-0.5375777948412328,2,2,1,4,0,1,1,0,1,0
yes,0.4018942818577303,43,0.8440923832788135,3.185839638172831,4.757343146520174,0,0,1,4,0,1,0,1,1,0
yes,-0.3397165448614569,29,-0.21636726732067604,-0.5284028245716411,-0.5100368194734493,2,2,1,4,0,1,0,1,1,0
yes,-0.3397165448614569,62,-1.01878173627429,-0.22824075547924044,-0.4433065068882158,0,22,0,1,0,1,0,1,1,0
no,1.1435051085769175,35,-0.27528169235398103,-0.719742488282683,-0.6782559249526872,1,8,1,21,1,0,1,0,1,0
yes,-0.3397165448614569,21,-0.5828739054528663,-0.5342184877383349,-0.5493055436716607,0,0,0,5,0,1,1,0,1,0
yes,-0.3397165448614569,38,-0.6287682425538109,-0.01083918660877252,-0.20370622180671943,0,0,1,3,0,1,0,1,1,0
yes,-0.3397165448614569,39,2.788268409377878,0.3133343710172002,1.7556763018575814,3,3,1,13,0,1,0,1,1,0
no,1.1435051085769175,40,0.11944495536916207,-0.720561783084672,-0.6782559249526872,0,2,1,7,1,0,1,0,0,1
no,-0.3397165448614569,34,-0.8385035956723768,-0.717595668270188,-0.6782559249526872,1,4,1,1,1,0,1,0,1,0
yes,-0.3397165448614569,34,-0.3636533299039385,-0.3743827530067589,-0.40091789268025513,0,12,1,11,0,1,0,1,1,0
yes,-0.3397165448614569,28,0.07820485784584882,-0.7072280578492889,-0.6645052931810737,1,2,1,7,0,1,0,1,1,0
yes,-0.3397165448614569,47,2.140209734011523,-0.17897214512394866,0.4263873277881156,1,12,1,8,0,1,0,1,1,0
yes,-0.3397165448614569,28,-0.334196117387286,0.2916945125604949,0.14524814420544152,0,0,0,1,0,1,1,0,1,0
yes,-0.3397165448614569,22,-0.8349687301703783,-0.33023751771476223,-0.45610376152366416,0,0,1,0,0,1,1,0,1,0
no,-0.3397165448614569,45,1.8456376088449982,-0.7221603029013078,-0.6782559249526872,2,2,1,9,1,0,1,0,1,0
yes,-0.3397165448614569,22,-0.510939392487201,1.8028680796617609,1.1512260304409931,0,0,1,0,0,1,1,0,1,0
yes,0.4018942818577303,37,-0.21636726732067604,-0.6854248122262115,-0.6476989666824909,0,5,1,9,0,1,1,0,1,0
yes,-0.3397165448614569,27,-0.9233403677203358,0.017958289399757542,-0.2913773165144162,2,0,1,4,0,1,0,1,1,0
yes,-0.3397165448614569,39,-0.452024967453896,-0.4473745216020249,-0.47169089100634304,3,5,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,51,0.13711928287915381,0.024569630237257622,0.10086697178289546,1,10,1,13,0,1,0,1,1,0
yes,-0.3397165448614569,23,-0.6287682425538109,-0.6420109842739348,-0.6257040537947456,2,1,0,0,0,1,1,0,1,0
no,0.4018942818577303,21,-0.9351232527269967,-0.716995657465692,-0.6782559249526872,0,0,1,1,1,0,1,0,1,0
yes,-0.3397165448614569,21,0.2902967879657468,-0.7208282085049219,-0.6782559249526872,0,1,1,8,0,1,0,1,0,1
yes,-0.3397165448614569,45,0.9030068083121185,-0.5707740847861239,-0.4621662867325386,2,13,1,4,0,1,0,1,1,0
no,-0.3397165448614569,39,0.13711928287915381,-0.7205913356210212,-0.6782559249526872,0,1,0,0,1,0,1,0,1,0
yes,-0.3397165448614569,42,-0.07791836849240928,-0.462831050930387,-0.4352761379335935,2,3,1,3,0,1,0,1,1,0
no,1.1435051085769175,27,-0.8938831552036833,-0.7172647720696901,-0.6782559249526872,0,2,1,12,1,0,1,0,1,0
yes,-0.3397165448614569,25,-0.8938831552036833,-0.0947774839026865,-0.341038474858802,0,2,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,25,-1.0647349878002677,1.0278472224252013,0.11334667849529802,0,1,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,31,0.41696280178735246,-0.6501055434055037,-0.5939675956658615,1,8,1,9,0,1,0,1,1,0
no,3.368337588734479,25,-0.03962399222076113,-0.7202716392536622,-0.6782559249526872,1,6,1,23,1,0,0,1,1,0
yes,-0.3397165448614569,24,-0.5050479499838706,0.4887413130973142,0.20317790578343675,0,0,1,12,0,1,1,0,1,0
yes,-0.3397165448614569,28,0.5937060768872674,-0.46235820190883375,-0.3484057700152214,1,7,0,1,0,1,0,1,1,0
yes,-0.3397165448614569,26,-0.5993110300371584,-0.039568509902460094,-0.21384832111794763,1,2,1,2,0,1,1,0,1,0
yes,-0.3397165448614569,20,0.3727769830123737,-0.27964889688252403,-0.1636277137363898,0,2,1,4,0,1,0,1,1,0
no,1.1435051085769175,35,1.0208356583787284,-0.7216256448533697,-0.6782559249526872,1,5,1,8,1,0,0,1,1,0
yes,-0.3397165448614569,32,-0.21636726732067604,0.5196294738582138,0.40184410015159794,2,0,1,0,0,1,0,1,1,0
yes,-0.3397165448614569,28,0.07820485784584882,-0.4753370741039569,-0.4275941183171854,5,3,1,12,0,1,0,1,1,0
yes,-0.3397165448614569,39,0.07820485784584882,-0.3551820443444111,-0.30609342597815387,0,1,1,0,0,1,0,1,1,0
yes,-0.3397165448614569,34,1.2564933585119484,1.7819612321380658,3.313970497552583,4,1,1,0,0,1,0,1,1,0
yes,-0.3397165448614569,51,0.25494813294576374,-0.5646231440222645,-0.5030270407430919,1,4,1,5,0,1,0,1,1,0
yes,-0.3397165448614569,22,-0.9292318102236664,-0.3649733528766138,-0.4948102865583492,0,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,38,1.0208356583787284,0.13128243374039922,0.5831599306920944,3,10,1,17,0,1,0,1,1,0
yes,-0.3397165448614569,46,3.283149579657639,-0.4573451793838127,0.012190797563572265,0,8,1,17,0,1,0,1,1,0
yes,-0.3397165448614569,50,2.199124159044828,-0.286475034821292,0.22140831004448502,2,1,1,0,0,1,0,1,1,0
yes,-0.3397165448614569,32,-0.5698538175205059,0.7807514312982776,0.3678279706167375,0,8,0,8,0,1,0,1,1,0
yes,0.4018942818577303,30,-0.03667827096909562,-0.6535621414927576,-0.6137807526463497,0,1,1,12,0,1,1,0,1,0
yes,-0.3397165448614569,38,1.8456376088449982,2.3331278510027595,5.0774908556795895,4,9,1,18,0,1,0,1,1,0
yes,-0.3397165448614569,39,0.8499838257821437,-0.6074377133818982,-0.5178532652660567,1,0,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,39,-0.21636726732067604,-0.487743189195552,-0.473790154123476,1,11,1,22,0,1,0,1,0,1
yes,-0.3397165448614569,41,-0.393110542420591,-0.2645401995987985,-0.3206936634514962,2,2,1,11,0,1,0,1,1,0
yes,-0.3397165448614569,38,1.1975789334786433,-0.5870269247826438,-0.4653808910939308,0,9,1,17,0,1,0,1,0,1
yes,-0.3397165448614569,37,2.8024078713858716,-0.3917207614628274,0.10325371477493368,3,10,1,5,0,1,0,1,0,1
yes,-0.3397165448614569,27,-0.19280149730735416,-0.32398360938172943,-0.32624891868722805,0,1,1,0,0,1,1,0,1,0
yes,0.4018942818577303,29,-0.7583799776270818,-0.3500968601213217,-0.45384865791311946,2,1,1,11,0,1,0,1,1,0
yes,-0.3397165448614569,28,-1.0936030560665873,-0.7157294644235682,-0.6782559249526872,0,3,1,15,0,1,1,0,1,0
no,0.4018942818577303,31,-0.21636726732067604,-0.7198880048788262,-0.6782559249526872,2,4,1,2,1,0,0,1,1,0
yes,-0.3397165448614569,30,-0.452024967453896,2.3953683705823083,1.6709141074657303,0,2,1,4,0,1,0,1,1,0
yes,-0.3397165448614569,37,-0.510939392487201,-0.4093690441206781,-0.45188081416737175,2,10,0,4,0,1,0,1,1,0
yes,-0.3397165448614569,44,0.07820485784584882,-0.5976953566448764,-0.5516339839849873,1,2,1,13,0,1,0,1,1,0
yes,-0.3397165448614569,25,-0.5698538175205059,0.4010047151958633,0.10385250895314818,0,0,1,10,0,1,1,0,1,0
yes,-0.3397165448614569,26,-0.6169853575471499,-0.644073838242752,-0.62692023300533,0,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,46,-0.46380785246055695,0.08542536261089198,-0.07453608709580689,2,10,0,15,0,1,0,1,1,0
yes,-0.3397165448614569,28,-0.7465970926204208,0.2325620099766977,-0.0966713040964796,1,2,0,11,0,1,0,1,1,0
yes,-0.3397165448614569,38,-0.5993110300371584,-0.001041020605261997,-0.18701295483598057,1,6,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,46,-0.334196117387286,-0.7195865778700264,-0.6782559249526872,1,7,1,2,0,1,0,1,1,0
no,1.1435051085769175,52,0.19603370791245878,-0.7206863801733455,-0.6782559249526872,4,0,1,6,1,0,1,0,1,0
no,-0.3397165448614569,37,-0.9940376777603017,-0.716572304617042,-0.6782559249526872,3,10,0,8,1,0,0,1,1,0
no,-0.3397165448614569,25,-0.42845919744057387,-0.7193125522615765,-0.6782559249526872,0,2,1,33,1,0,1,0,1,0
yes,0.4018942818577303,28,-0.6287682425538109,-0.355955778107033,-0.4351417117573942,1,2,1,14,0,1,0,1,1,0
yes,1.1435051085769175,35,2.074225577974221,-0.6161164235693218,-0.46372469166665486,0,0,1,18,0,1,0,1,1,0
no,2.626726762015292,25,0.3727769830123737,-0.720943000464621,-0.6782559249526872,0,3,1,32,1,0,1,0,1,0
yes,-0.3397165448614569,28,-0.8055115176537259,-0.08847314678065267,-0.31004444084053084,1,3,0,8,0,1,0,1,1,0
no,-0.3397165448614569,19,-0.8231858451637174,-0.7176816177055669,-0.6782559249526872,1,2,1,2,1,0,1,0,1,0
yes,-0.3397165448614569,25,-0.21636726732067604,-0.6136534308747253,-0.5847241276421719,2,0,1,11,0,1,1,0,1,0
yes,-0.3397165448614569,26,-0.3636533299039385,1.2124682849525306,0.8639445313168178,1,0,1,11,0,1,0,1,1,0
yes,-0.3397165448614569,31,0.9619212333454235,0.060580849562776484,0.4581329530048475,2,1,1,12,0,1,0,1,1,0
yes,-0.3397165448614569,33,-0.7465970926204208,-0.2503295145577014,-0.3913046610011388,4,1,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,27,0.3727769830123737,-0.3327916620279714,-0.22641933202531372,2,0,1,0,0,1,0,1,1,0
yes,0.4018942818577303,48,-0.21636726732067604,-0.38785631263206116,-0.387931209341521,0,15,1,12,0,1,0,1,0,1
yes,-0.3397165448614569,36,-0.03962399222076113,0.9302274258760258,0.9026754774735293,0,0,1,0,0,1,1,0,1,0
no,1.8851159352961047,45,-0.5993110300371584,-0.7187207756976278,-0.6782559249526872,0,3,1,15,1,0,1,0,1,0
no,1.1435051085769175,53,-0.7112484376004378,-0.7182469001653697,-0.6782559249526872,0,6,0,5,1,0,1,0,0,1
yes,-0.3397165448614569,27,0.31386255797906876,-0.2876021921051551,-0.1854853513170328,3,1,1,6,0,1,0,1,1,0
yes,-0.3397165448614569,40,-0.6219930836749807,-0.42213227521806473,-0.47669304082969355,1,13,1,9,0,1,1,0,1,0
yes,-0.3397165448614569,49,-0.9822547927536408,-0.7166609601160987,-0.6782559249526872,1,1,0,6,0,1,1,0,1,0
yes,-0.3397165448614569,40,-0.8055115176537259,0.039555842533472475,-0.2361852140512706,0,2,1,4,0,1,1,0,1,0
yes,-0.3397165448614569,23,0.8440923832788135,0.12139185012357209,0.496915968220534,0,3,1,2,0,1,1,0,0,1
yes,-0.3397165448614569,34,-0.21636726732067604,4.983368547135202,4.281094598654263,0,6,1,3,0,1,0,1,1,0
yes,-0.3397165448614569,21,-1.0647349878002677,-0.015509335568410174,-0.35869428605355375,0,2,0,5,0,1,1,0,1,0
yes,-0.3397165448614569,39,-0.8055115176537259,-0.20653770278694608,-0.38027056737397386,2,16,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,24,-0.452024967453896,2.408369081186057,1.6807045572871195,1,0,1,11,0,1,1,0,1,0
yes,-0.3397165448614569,47,0.7733950732388474,-0.3575601098943511,-0.1835327616054637,1,17,1,6,0,1,0,1,1,0
yes,-0.3397165448614569,34,0.3727769830123737,2.00043393802679,2.4779907552007048,0,17,0,6,0,1,1,0,0,1
yes,-0.3397165448614569,52,-0.8795080354955569,-0.14171033403102867,-0.362987563307814,0,20,1,4,0,1,0,1,1,0
yes,1.8851159352961047,47,-0.15745284228737108,1.1673355737922304,1.0200450033398,0,2,1,15,0,1,1,0,1,0
yes,-0.3397165448614569,25,-0.334196117387286,-0.11733107403624865,-0.18616371581776575,0,0,0,3,0,1,1,0,1,0
yes,-0.3397165448614569,24,-0.7819457476404039,0.4744756627861973,0.028419476522187567,0,9,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,24,-0.7465970926204208,2.666100282813377,1.3838225504017603,0,2,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,22,-0.8055115176537259,1.016297130751921,0.3299282959860592,0,1,1,7,0,1,1,0,1,0
yes,-0.3397165448614569,33,1.3154077835452533,0.17575988714236263,0.7813186350770046,4,7,1,4,0,1,0,1,1,0
yes,-0.3397165448614569,38,-0.21636726732067604,-0.19882220356935312,-0.22182368754548348,1,7,1,11,0,1,0,1,1,0
yes,-0.3397165448614569,22,-0.5698538175205059,0.1392344629683273,-0.07903089360931201,0,1,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,23,-0.8938831552036833,-0.08499735832369316,-0.3361035381235511,0,0,1,1,0,1,1,0,1,0
yes,-0.3397165448614569,24,-0.27528169235398103,-0.22753612392748815,-0.2629897789180693,0,5,1,3,0,1,0,1,1,0
no,-0.3397165448614569,26,-0.8055115176537259,-0.7177780137072366,-0.6782559249526872,1,5,1,2,1,0,1,0,0,1
yes,-0.3397165448614569,52,-0.8703173851903614,-0.4717184392446807,-0.5410093658378053,0,20,1,6,0,1,1,0,1,0
yes,-0.3397165448614569,20,-0.8055115176537259,1.4375463182039163,0.5730332320884503,0,2,1,7,0,1,1,0,1,0
yes,-0.3397165448614569,25,-1.0166019025480577,3.196212354772365,1.185562641367011,0,1,1,9,0,1,1,0,1,0
no,2.626726762015292,22,-0.605202472540489,-0.7186977535839546,-0.6782559249526872,0,5,1,6,1,0,1,0,1,0
yes,-0.3397165448614569,24,-0.8644259426870308,2.157312836630059,0.9071339823191572,0,1,1,6,0,1,1,0,1,0
yes,-0.3397165448614569,21,-1.0824093153102592,-0.3390001000512565,-0.5085120027492072,0,1,1,11,0,1,0,1,1,0
yes,-0.3397165448614569,22,0.3695956040605751,0.07971013502396604,0.25176053790836,0,22,1,2,0,1,1,0,1,0
yes,-0.3397165448614569,46,-1.0411692177869458,-0.23557244730272123,-0.45185635637699395,0,13,1,11,0,1,1,0,1,0
yes,-0.3397165448614569,19,-0.9233403677203358,0.1636707982242989,-0.21663181567203615,0,0,1,0,0,1,1,0,1,0
yes,0.4018942818577303,29,0.19603370791245878,5.56130251400268,6.057632221525065,0,2,1,7,0,1,1,0,1,0
yes,-0.3397165448614569,28,-0.7465970926204208,-0.6261441144124777,-0.6211144229245436,0,2,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,26,-0.8055115176537259,-0.3923118754895482,-0.4884972065044202,1,0,1,1,0,1,1,0,1,0
no,0.4018942818577303,44,-0.452024967453896,-0.7192387764202619,-0.6782559249526872,0,4,1,1,1,0,0,1,1,0
yes,-0.3397165448614569,27,-0.40783914867891724,-0.35675651975665124,-0.3948584476128974,0,11,1,0,0,1,0,1,1,0
no,0.4018942818577303,30,0.46704006306566176,-0.7210647311302879,-0.6782559249526872,2,3,1,15,1,0,0,1,0,1
yes,-0.3397165448614569,24,-0.7465970926204208,0.7271692604913479,0.2035599900049306,1,2,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,28,-0.5698538175205059,-0.36770410345088506,-0.4311173601922353,1,2,1,4,0,1,1,0,1,0
yes,-0.3397165448614569,39,-0.14566995728070992,-0.44200491056900526,-0.42424204430642853,2,5,1,5,0,1,0,1,0,1
yes,-0.3397165448614569,31,-0.21636726732067604,0.00564649091353249,-0.04546395137899073,1,2,1,13,0,1,0,1,1,0
yes,-0.3397165448614569,40,-0.1486156785323752,0.08569850096805426,0.051459668435189315,1,5,1,11,0,1,0,1,1,0
no,1.8851159352961047,23,-1.0286204452548517,-0.716299471153604,-0.6782559249526872,1,12,0,4,1,0,1,0,1,0
yes,-0.3397165448614569,43,0.5896409815599691,-0.2568218518931239,-0.08980515529852055,2,9,1,10,0,1,0,1,1,0
no,-0.3397165448614569,25,-0.49090848797587705,-0.7191119543458978,-0.6782559249526872,0,1,1,3,1,0,1,0,1,0
no,1.1435051085769175,40,-0.15745284228737108,-0.7200241330692525,-0.6782559249526872,1,5,1,5,1,0,0,1,1,0
no,4.851559242172853,32,-0.3836253199902288,-0.719446912279402,-0.6782559249526872,1,5,0,10,1,0,1,0,1,0
yes,-0.3397165448614569,42,0.3963427530256956,-0.5831041346959832,-0.5153995658643786,0,0,1,6,0,1,1,0,1,0
yes,-0.3397165448614569,47,-0.36394790202910515,1.5424614092288644,1.1267649399115915,0,13,0,11,0,1,1,0,1,0
yes,-0.3397165448614569,27,-0.21636726732067604,0.9723808295020409,0.7955551225045484,1,2,1,2,0,1,1,0,1,0
yes,-0.3397165448614569,30,-0.1279956297707186,-0.003649813689815346,-0.021238638349032793,1,1,1,9,0,1,0,1,1,0
no,-0.3397165448614569,38,1.5333911561684814,-0.7219873933447785,-0.6782559249526872,1,0,1,19,1,0,0,1,1,0
yes,-0.3397165448614569,31,-0.452024967453896,0.16412128133943318,-0.010277734751244263,0,0,1,0,0,1,1,0,1,0
no,-0.3397165448614569,47,2.9650116844777927,-0.722600851123012,-0.6782559249526872,3,0,1,0,1,0,0,1,1,0
yes,-0.3397165448614569,21,-0.8349687301703783,-0.31918981493943654,-0.4510863209977836,0,3,0,4,0,1,1,0,1,0
yes,-0.3397165448614569,36,-0.21636726732067604,-0.3812660717062769,-0.38188089469365966,3,11,0,4,0,1,0,1,1,0
yes,-0.3397165448614569,23,-0.334196117387286,-0.6826617365871915,-0.6476989666824909,0,1,1,3,0,1,0,1,1,0
yes,0.4018942818577303,25,0.696806320695551,-0.2530257667763171,-0.05834994342480517,1,3,1,10,0,1,0,1,1,0
yes,-0.3397165448614569,21,-0.8114029601570564,-0.3552465045747032,-0.4656497801146808,2,0,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,48,0.6673491081788986,-0.1526285888479774,0.0666003974080345,2,1,1,0,0,1,1,0,1,0
no,-0.3397165448614569,35,0.3727769830123737,-0.720943000464621,-0.6782559249526872,2,5,1,1,1,0,1,0,1,0
yes,-0.3397165448614569,39,0.07820485784584882,-0.06935356727885252,-0.014503762249053507,1,3,1,0,0,1,0,1,1,0
no,0.4018942818577303,27,-0.7171398801037684,-0.7182196401344283,-0.6782559249526872,0,8,1,1,1,0,1,0,1,0
no,-0.3397165448614569,23,-1.0293863327802846,-0.7162932055348199,-0.6782559249526872,0,2,1,7,1,0,1,0,1,0
yes,-0.3397165448614569,31,0.07820485784584882,1.0234858706735268,1.093048390807595,1,1,0,0,0,1,1,0,1,0
yes,-0.3397165448614569,26,-0.27528169235398103,-0.651607962619234,-0.6198035293623164,1,2,1,3,0,1,0,1,0,1
yes,-0.3397165448614569,39,0.023060956014675373,-0.05270046195708193,-0.015823822899128353,1,10,1,7,0,1,1,0,0,1
yes,-0.3397165448614569,24,0.3727769830123737,-0.7067005600563915,-0.6614495984541046,2,4,1,4,0,1,1,0,0,1
yes,-0.3397165448614569,27,-0.452024967453896,8.53712961784959,6.296064509609704,0,0,1,7,0,1,1,0,1,0
yes,-0.3397165448614569,24,-0.7656853663312115,1.4609819901467613,0.6300037495940578,0,0,1,17,0,1,1,0,1,0
yes,-0.3397165448614569,44,-0.5698538175205059,-0.7188330092930314,-0.6782559249526872,0,3,1,11,0,1,1,0,1,0
yes,-0.3397165448614569,25,0.031073317819205016,-0.6300529680074501,-0.5881434514093797,0,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,21,1.9634664589116082,-0.15284201445498363,0.4300328952834057,0,0,1,6,0,1,1,0,1,0
yes,-0.3397165448614569,40,1.2152532609886346,-0.6449192062056484,-0.556461995807582,0,1,1,11,0,1,1,0,1,0
yes,-0.3397165448614569,24,-1.0293863327802846,-0.6132488400675731,-0.6280722426009799,0,1,0,4,0,1,1,0,1,0
yes,-0.3397165448614569,31,-0.5585422479141113,-0.11216961363230626,-0.25161048943090975,0,2,1,7,0,1,1,0,1,0
yes,-0.3397165448614569,24,0.01929043281254385,-0.18458018515935798,-0.14877409795493585,0,1,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,47,0.13711928287915381,-0.32203745902461384,-0.2611534278804095,2,10,1,12,0,1,0,1,0,1
yes,-0.3397165448614569,27,-0.510939392487201,0.21244113416441976,-9.933377213894643e-05,0,1,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,49,-0.9527975802369882,-0.6107773019087316,-0.6220341751824832,1,3,1,3,0,1,0,1,1,0
yes,-0.3397165448614569,32,-0.510939392487201,-0.14969665061549514,-0.2632405904415835,0,0,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,35,0.6673491081788986,-0.6162640174517745,-0.5404440498644107,3,12,1,3,0,1,0,1,1,0
no,0.4018942818577303,26,-0.5309702969985244,-0.7189741888023226,-0.6782559249526872,0,1,1,20,1,0,0,1,1,0
yes,-0.3397165448614569,20,-0.393110542420591,0.01274787720063428,-0.1029294916283763,1,3,1,10,0,1,1,0,1,0
no,-0.3397165448614569,34,-0.5698538175205059,-0.7188330092930314,-0.6782559249526872,0,2,1,2,1,0,1,0,1,0
yes,-0.3397165448614569,49,2.081295308978218,-0.08309572878029808,0.602209139239703,3,13,0,0,0,1,0,1,1,0
yes,-0.3397165448614569,40,0.8440923832788135,0.8982663346043732,1.5772906392767378,3,10,1,17,0,1,0,1,1,0
yes,-0.3397165448614569,20,-0.8526430576803699,0.6479359270114029,0.08475123134656444,0,7,1,6,0,1,1,0,1,0
yes,-0.3397165448614569,40,-0.334196117387286,-0.3217515552208634,-0.3528640181823896,3,1,0,0,0,1,1,0,1,0
yes,-0.3397165448614569,25,-0.9852594284303392,-0.46376704301410415,-0.5516737324778952,0,0,0,16,0,1,1,0,1,0
yes,-0.3397165448614569,29,0.07820485784584882,0.60245506730779,0.6665375281354223,0,1,1,0,0,1,1,0,1,0
yes,0.4018942818577303,40,-0.6582254550704634,-0.4727846177836849,-0.5169151788324216,0,7,1,10,0,1,1,0,1,0
no,1.1435051085769175,30,-0.6199310787988153,-0.7186393279284133,-0.6782559249526872,1,1,1,8,1,0,1,0,1,0
yes,-0.3397165448614569,30,0.3727769830123737,0.22660919738385066,0.42137586420351186,1,3,0,6,0,1,0,1,1,0
yes,-0.3397165448614569,40,0.6673491081788986,0.2862191909697786,0.6385870772876558,5,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,23,-0.11138176191132658,0.2584068698392639,0.22587854876255808,0,1,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,23,-0.21636726732067604,-0.45125099738246915,-0.4436090574555427,0,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,31,-0.21636726732067604,-0.5061669991085205,-0.4888822241940253,2,3,0,12,0,1,0,1,1,0
no,-0.3397165448614569,24,-0.8055115176537259,-0.7177780137072366,-0.6782559249526872,0,0,0,6,1,0,1,0,1,0
yes,-0.3397165448614569,36,0.07820485784584882,1.5670290914352676,1.644366221058669,0,7,1,17,0,1,0,1,1,0
no,-0.3397165448614569,28,-0.46380785246055695,-0.7192010307881943,-0.6782559249526872,0,3,1,11,1,0,0,1,1,0
yes,-0.3397165448614569,45,5.085872071251739,-0.5124107794839297,0.05691995264081861,1,2,1,6,0,1,0,1,0,1
no,-0.3397165448614569,23,-1.1389671633422318,-0.7152795721059619,-0.6782559249526872,0,1,1,6,1,0,0,1,1,0
yes,-0.3397165448614569,38,0.18425082290579803,-0.5181458409878686,-0.4596422574328927,3,3,1,11,0,1,0,1,1,0
