核卡狀況,聯徵紀錄,年齡,年收入,收支比,每月信用卡支出平均,扶養人數,居住時間,持有主卡,活躍帳戶,房地產_no,房地產_yes,創業人士_no,創業人士_yes
1,-0.3397165448614566,39,2.788268409377879,0.3133343710172,1.7556763018575876,3,3,1,13,0,1,1,0
0,1.1435051085769163,40,0.11944495536916211,-0.7205617830846716,-0.6782559249526896,0,2,1,7,1,0,0,1
0,-0.3397165448614566,34,-0.8385035956723771,-0.7175956682701875,-0.6782559249526896,1,4,1,1,1,0,1,0
1,-0.3397165448614566,34,-0.36365332990393867,-0.37438275300675866,-0.4009178926802565,0,12,1,11,0,1,1,0
1,-0.3397165448614566,28,0.07820485784584887,-0.7072280578492884,-0.664505293181076,1,2,1,7,0,1,1,0
1,-0.3397165448614566,47,2.140209734011524,-0.17897214512394857,0.4263873277881171,1,12,1,8,0,1,1,0
1,-0.3397165448614566,28,-0.33419611738728616,0.2916945125604947,0.14524814420544202,0,0,0,1,1,0,1,0
1,-0.3397165448614566,22,-0.8349687301703786,-0.33023751771476206,-0.4561037615236658,0,0,1,0,1,0,1,0
0,-0.3397165448614566,45,1.8456376088449988,-0.7221603029013075,-0.6782559249526896,2,2,1,9,1,0,1,0
1,-0.3397165448614566,22,-0.5109393924872011,1.8028680796617598,1.1512260304409974,0,0,1,0,1,0,1,0
1,0.40189428185772985,37,-0.21636726732067615,-0.6854248122262112,-0.6476989666824933,0,5,1,9,1,0,1,0
1,-0.3397165448614566,27,-0.9233403677203361,0.01795828939975753,-0.2913773165144172,2,0,1,4,0,1,1,0
1,-0.3397165448614566,39,-0.45202496745389614,-0.4473745216020246,-0.4716908910063447,3,5,1,9,0,1,1,0
1,-0.3397165448614566,51,0.13711928287915387,0.024569630237257608,0.10086697178289582,1,10,1,13,0,1,1,0
1,-0.3397165448614566,23,-0.6287682425538111,-0.6420109842739343,-0.6257040537947478,2,1,0,0,1,0,1,0
0,0.40189428185772985,21,-0.9351232527269971,-0.7169956574656916,-0.6782559249526896,0,0,1,1,1,0,1,0
1,-0.3397165448614566,21,0.2902967879657469,-0.7208282085049215,-0.6782559249526896,0,1,1,8,0,1,0,1
1,-0.3397165448614566,45,0.9030068083121189,-0.5707740847861236,-0.4621662867325403,2,13,1,4,0,1,1,0
0,-0.3397165448614566,39,0.13711928287915387,-0.7205913356210208,-0.6782559249526896,0,1,0,0,1,0,1,0
1,-0.3397165448614566,42,-0.07791836849240931,-0.46283105093038673,-0.43527613793359504,2,3,1,3,0,1,1,0
0,1.1435051085769163,27,-0.8938831552036837,-0.7172647720696896,-0.6782559249526896,0,2,1,12,1,0,1,0
1,-0.3397165448614566,25,-0.8938831552036837,-0.09477748390268645,-0.3410384748588032,0,2,1,9,0,1,1,0
1,-0.3397165448614566,25,-1.064734987800268,1.0278472224252007,0.11334667849529842,0,1,1,0,1,0,1,0
1,-0.3397165448614566,31,0.4169628017873526,-0.6501055434055034,-0.5939675956658637,1,8,1,9,0,1,1,0
0,3.3683375887344753,25,-0.03962399222076114,-0.7202716392536618,-0.6782559249526896,1,6,1,23,0,1,1,0
1,-0.3397165448614566,24,-0.5050479499838708,0.48874131309731395,0.20317790578343745,0,0,1,12,1,0,1,0
1,-0.3397165448614566,28,0.5937060768872676,-0.4623582019088335,-0.3484057700152226,1,7,0,1,0,1,1,0
1,-0.3397165448614566,26,-0.5993110300371587,-0.039568509902460074,-0.2138483211179484,1,2,1,2,1,0,1,0
1,-0.3397165448614566,20,0.3727769830123739,-0.27964889688252387,-0.16362771373639037,0,2,1,4,0,1,1,0
0,1.1435051085769163,35,1.0208356583787288,-0.7216256448533693,-0.6782559249526896,1,5,1,8,0,1,1,0
1,-0.3397165448614566,32,-0.21636726732067615,0.5196294738582135,0.4018441001515994,2,0,1,0,0,1,1,0
1,-0.3397165448614566,28,0.07820485784584887,-0.47533707410395665,-0.4275941183171869,5,3,1,12,0,1,1,0
1,-0.3397165448614566,39,0.07820485784584887,-0.35518204434441086,-0.306093425978155,0,1,1,0,0,1,1,0
1,-0.3397165448614566,34,1.2564933585119489,1.7819612321380647,3.313970497552595,4,1,1,0,0,1,1,0
1,-0.3397165448614566,51,0.25494813294576385,-0.5646231440222642,-0.5030270407430937,1,4,1,5,0,1,1,0
1,-0.3397165448614566,22,-0.9292318102236667,-0.3649733528766136,-0.49481028655835096,0,0,1,0,1,0,1,0
1,-0.3397165448614566,38,1.0208356583787288,0.13128243374039913,0.5831599306920964,3,10,1,17,0,1,1,0
1,-0.3397165448614566,46,3.2831495796576404,-0.4573451793838124,0.012190797563572308,0,8,1,17,0,1,1,0
1,-0.3397165448614566,50,2.1991241590448287,-0.28647503482129183,0.2214083100444858,2,1,1,0,0,1,1,0
1,-0.3397165448614566,32,-0.5698538175205061,0.7807514312982772,0.3678279706167388,0,8,0,8,0,1,1,0
1,0.40189428185772985,30,-0.03667827096909564,-0.6535621414927573,-0.6137807526463519,0,1,1,12,1,0,1,0
1,-0.3397165448614566,38,1.8456376088449988,2.333127851002758,5.077490855679607,4,9,1,18,0,1,1,0
1,-0.3397165448614566,39,0.849983825782144,-0.6074377133818979,-0.5178532652660586,1,0,1,9,0,1,1,0
1,-0.3397165448614566,39,-0.21636726732067615,-0.4877431891955517,-0.4737901541234777,1,11,1,22,0,1,0,1
1,-0.3397165448614566,41,-0.3931105424205912,-0.2645401995987983,-0.32069366345149736,2,2,1,11,0,1,1,0
1,-0.3397165448614566,38,1.197578933478644,-0.5870269247826435,-0.4653808910939325,0,9,1,17,0,1,0,1
1,-0.3397165448614566,37,2.802407871385873,-0.3917207614628272,0.10325371477493404,3,10,1,5,0,1,0,1
1,-0.3397165448614566,27,-0.19280149730735424,-0.32398360938172927,-0.3262489186872292,0,1,1,0,1,0,1,0
1,0.40189428185772985,29,-0.7583799776270821,-0.35009686012132146,-0.45384865791312107,2,1,1,11,0,1,1,0
1,-0.3397165448614566,28,-1.0936030560665877,-0.7157294644235678,-0.6782559249526896,0,3,1,15,1,0,1,0
0,0.40189428185772985,31,-0.21636726732067615,-0.7198880048788258,-0.6782559249526896,2,4,1,2,0,1,1,0
1,-0.3397165448614566,30,-0.45202496745389614,2.395368370582307,1.6709141074657363,0,2,1,4,0,1,1,0
1,-0.3397165448614566,37,-0.5109393924872011,-0.40936904412067787,-0.4518808141673733,2,10,0,4,0,1,1,0
1,-0.3397165448614566,44,0.07820485784584887,-0.597695356644876,-0.5516339839849893,1,2,1,13,0,1,1,0
1,-0.3397165448614566,25,-0.5698538175205061,0.40100471519586306,0.10385250895314856,0,0,1,10,1,0,1,0
1,-0.3397165448614566,26,-0.6169853575471502,-0.6440738382427517,-0.6269202330053322,0,0,1,0,1,0,1,0
1,-0.3397165448614566,46,-0.4638078524605571,0.08542536261089193,-0.07453608709580715,2,10,0,15,0,1,1,0
1,-0.3397165448614566,28,-0.7465970926204212,0.23256200997669757,-0.09667130409647993,1,2,0,11,0,1,1,0
1,-0.3397165448614566,38,-0.5993110300371587,-0.0010410206052619963,-0.18701295483598124,1,6,1,8,1,0,1,0
1,-0.3397165448614566,46,-0.33419611738728616,-0.7195865778700261,-0.6782559249526896,1,7,1,2,0,1,1,0
0,1.1435051085769163,52,0.19603370791245886,-0.7206863801733451,-0.6782559249526896,4,0,1,6,1,0,1,0
0,-0.3397165448614566,37,-0.9940376777603022,-0.7165723046170416,-0.6782559249526896,3,10,0,8,0,1,1,0
0,-0.3397165448614566,25,-0.42845919744057404,-0.7193125522615761,-0.6782559249526896,0,2,1,33,1,0,1,0
1,0.40189428185772985,28,-0.6287682425538111,-0.3559557781070328,-0.4351417117573957,1,2,1,14,0,1,1,0
1,1.1435051085769163,35,2.074225577974222,-0.6161164235693215,-0.46372469166665653,0,0,1,18,0,1,1,0
0,2.626726762015289,25,0.3727769830123739,-0.7209430004646206,-0.6782559249526896,0,3,1,32,1,0,1,0
1,-0.3397165448614566,28,-0.8055115176537262,-0.08847314678065261,-0.31004444084053195,1,3,0,8,0,1,1,0
0,-0.3397165448614566,19,-0.8231858451637177,-0.7176816177055665,-0.6782559249526896,1,2,1,2,1,0,1,0
1,-0.3397165448614566,25,-0.21636726732067615,-0.613653430874725,-0.584724127642174,2,0,1,11,1,0,1,0
1,-0.3397165448614566,26,-0.36365332990393867,1.21246828495253,0.8639445313168208,1,0,1,11,0,1,1,0
1,-0.3397165448614566,31,0.9619212333454239,0.06058084956277644,0.45813295300484913,2,1,1,12,0,1,1,0
1,-0.3397165448614566,33,-0.7465970926204212,-0.2503295145577013,-0.3913046610011402,4,1,1,0,1,0,1,0
1,-0.3397165448614566,27,0.3727769830123739,-0.3327916620279712,-0.22641933202531453,2,0,1,0,0,1,1,0
1,0.40189428185772985,48,-0.21636726732067615,-0.38785631263206094,-0.38793120934152237,0,15,1,12,0,1,0,1
1,-0.3397165448614566,36,-0.03962399222076114,0.9302274258760252,0.9026754774735325,0,0,1,0,1,0,1,0
0,1.8851159352961027,45,-0.5993110300371587,-0.7187207756976274,-0.6782559249526896,0,3,1,15,1,0,1,0
0,1.1435051085769163,53,-0.7112484376004381,-0.7182469001653693,-0.6782559249526896,0,6,0,5,1,0,0,1
1,-0.3397165448614566,27,0.31386255797906887,-0.2876021921051549,-0.18548535131703348,3,1,1,6,0,1,1,0
1,-0.3397165448614566,40,-0.621993083674981,-0.4221322752180645,-0.4766930408296952,1,13,1,9,1,0,1,0
1,-0.3397165448614566,49,-0.9822547927536411,-0.7166609601160983,-0.6782559249526896,1,1,0,6,1,0,1,0
1,-0.3397165448614566,40,-0.8055115176537262,0.03955584253347245,-0.23618521405127144,0,2,1,4,1,0,1,0
1,-0.3397165448614566,23,0.8440923832788139,0.12139185012357202,0.4969159682205358,0,3,1,2,1,0,0,1
1,-0.3397165448614566,34,-0.21636726732067615,4.983368547135199,4.281094598654278,0,6,1,3,0,1,1,0
1,-0.3397165448614566,21,-1.064734987800268,-0.015509335568410165,-0.358694286053555,0,2,0,5,1,0,1,0
1,-0.3397165448614566,39,-0.8055115176537262,-0.20653770278694594,-0.3802705673739752,2,16,1,9,0,1,1,0
1,-0.3397165448614566,24,-0.45202496745389614,2.4083690811860556,1.6807045572871253,1,0,1,11,1,0,1,0
1,-0.3397165448614566,47,0.7733950732388477,-0.3575601098943509,-0.18353276160546436,1,17,1,6,0,1,1,0
1,-0.3397165448614566,34,0.3727769830123739,2.000433938026789,2.4779907552007137,0,17,0,6,1,0,0,1
1,-0.3397165448614566,52,-0.8795080354955572,-0.1417103340310286,-0.36298756330781534,0,20,1,4,0,1,1,0
1,1.8851159352961027,47,-0.15745284228737114,1.1673355737922297,1.0200450033398036,0,2,1,15,1,0,1,0
1,-0.3397165448614566,25,-0.33419611738728616,-0.11733107403624858,-0.18616371581776642,0,0,0,3,1,0,1,0
1,-0.3397165448614566,24,-0.7819457476404043,0.474475662786197,0.028419476522187667,0,9,1,5,1,0,1,0
1,-0.3397165448614566,24,-0.7465970926204212,2.666100282813375,1.3838225504017652,0,2,1,5,1,0,1,0
1,-0.3397165448614566,22,-0.8055115176537262,1.0162971307519206,0.32992829598606044,0,1,1,7,1,0,1,0
1,-0.3397165448614566,33,1.315407783545254,0.17575988714236251,0.7813186350770074,4,7,1,4,0,1,1,0
1,-0.3397165448614566,38,-0.21636726732067615,-0.19882220356935298,-0.2218236875454843,1,7,1,11,0,1,1,0
1,-0.3397165448614566,22,-0.5698538175205061,0.13923446296832725,-0.07903089360931229,0,1,1,0,1,0,1,0
1,-0.3397165448614566,23,-0.8938831552036837,-0.08499735832369311,-0.3361035381235523,0,0,1,1,1,0,1,0
1,-0.3397165448614566,24,-0.27528169235398114,-0.227536123927488,-0.26298977891807024,0,5,1,3,0,1,1,0
0,-0.3397165448614566,26,-0.8055115176537262,-0.7177780137072362,-0.6782559249526896,1,5,1,2,1,0,0,1
1,-0.3397165448614566,52,-0.8703173851903617,-0.47171843924468043,-0.5410093658378072,0,20,1,6,1,0,1,0
1,-0.3397165448614566,20,-0.8055115176537262,1.4375463182039154,0.5730332320884522,0,2,1,7,1,0,1,0
1,-0.3397165448614566,25,-1.0166019025480582,3.196212354772363,1.185562641367015,0,1,1,9,1,0,1,0
0,2.626726762015289,22,-0.6052024725404892,-0.7186977535839543,-0.6782559249526896,0,5,1,6,1,0,1,0
1,-0.3397165448614566,24,-0.8644259426870312,2.157312836630058,0.9071339823191604,0,1,1,6,1,0,1,0
1,-0.3397165448614566,21,-1.0824093153102596,-0.33900010005125636,-0.508512002749209,0,1,1,11,0,1,1,0
1,-0.3397165448614566,22,0.3695956040605753,0.079710135023966,0.2517605379083609,0,22,1,2,1,0,1,0
1,-0.3397165448614566,46,-1.0411692177869463,-0.2355724473027211,-0.45185635637699556,0,13,1,11,1,0,1,0
1,-0.3397165448614566,19,-0.9233403677203361,0.16367079822429878,-0.21663181567203693,0,0,1,0,1,0,1,0
1,0.40189428185772985,29,0.19603370791245886,5.561302514002676,6.057632221525086,0,2,1,7,1,0,1,0
1,-0.3397165448614566,28,-0.7465970926204212,-0.6261441144124774,-0.6211144229245458,0,2,1,5,1,0,1,0
1,-0.3397165448614566,26,-0.8055115176537262,-0.392311875489548,-0.48849720650442197,1,0,1,1,1,0,1,0
0,0.40189428185772985,44,-0.45202496745389614,-0.7192387764202615,-0.6782559249526896,0,4,1,1,0,1,1,0
1,-0.3397165448614566,27,-0.4078391486789174,-0.356756519756651,-0.3948584476128988,0,11,1,0,0,1,1,0
0,0.40189428185772985,30,0.467040063065662,-0.7210647311302875,-0.6782559249526896,2,3,1,15,0,1,0,1
1,-0.3397165448614566,24,-0.7465970926204212,0.7271692604913474,0.20355999000493133,1,2,1,5,1,0,1,0
1,-0.3397165448614566,28,-0.5698538175205061,-0.36770410345088483,-0.4311173601922368,1,2,1,4,1,0,1,0
1,-0.3397165448614566,39,-0.14566995728070997,-0.442004910569005,-0.42424204430643003,2,5,1,5,0,1,0,1
1,-0.3397165448614566,31,-0.21636726732067615,0.005646490913532486,-0.04546395137899089,1,2,1,13,0,1,1,0
1,-0.3397165448614566,40,-0.14861567853237526,0.0856985009680542,0.0514596684351895,1,5,1,11,0,1,1,0
0,1.8851159352961027,23,-1.0286204452548522,-0.7162994711536037,-0.6782559249526896,1,12,0,4,1,0,1,0
1,-0.3397165448614566,43,0.5896409815599695,-0.25682185189312373,-0.08980515529852087,2,9,1,10,0,1,1,0
0,-0.3397165448614566,25,-0.4909084879758773,-0.7191119543458975,-0.6782559249526896,0,1,1,3,1,0,1,0
0,1.1435051085769163,40,-0.15745284228737114,-0.7200241330692521,-0.6782559249526896,1,5,1,5,0,1,1,0
0,4.851559242172848,32,-0.383625319990229,-0.7194469122794017,-0.6782559249526896,1,5,0,10,1,0,1,0
1,-0.3397165448614566,42,0.39634275302569577,-0.5831041346959829,-0.5153995658643804,0,0,1,6,1,0,1,0
1,-0.3397165448614566,47,-0.3639479020291053,1.5424614092288635,1.1267649399115955,0,13,0,11,1,0,1,0
1,-0.3397165448614566,27,-0.21636726732067615,0.9723808295020403,0.7955551225045513,1,2,1,2,1,0,1,0
1,-0.3397165448614566,30,-0.12799562977071866,-0.0036498136898153438,-0.021238638349032866,1,1,1,9,0,1,1,0
0,-0.3397165448614566,38,1.533391156168482,-0.721987393344778,-0.6782559249526896,1,0,1,19,0,1,1,0
1,-0.3397165448614566,31,-0.45202496745389614,0.16412128133943307,-0.0102777347512443,0,0,1,0,1,0,1,0
0,-0.3397165448614566,47,2.965011684477794,-0.7226008511230115,-0.6782559249526896,3,0,1,0,0,1,1,0
1,-0.3397165448614566,21,-0.8349687301703786,-0.3191898149394364,-0.45108632099778523,0,3,0,4,1,0,1,0
1,-0.3397165448614566,36,-0.21636726732067615,-0.3812660717062767,-0.381880894693661,3,11,0,4,0,1,1,0
1,-0.3397165448614566,23,-0.33419611738728616,-0.6826617365871912,-0.6476989666824933,0,1,1,3,0,1,1,0
1,0.40189428185772985,25,0.6968063206955514,-0.25302576677631694,-0.05834994342480538,1,3,1,10,0,1,1,0
1,-0.3397165448614566,21,-0.8114029601570567,-0.35524650457470297,-0.46564978011468244,2,0,1,5,1,0,1,0
1,-0.3397165448614566,48,0.6673491081788989,-0.1526285888479773,0.06660039740803474,2,1,1,0,1,0,1,0
0,-0.3397165448614566,35,0.3727769830123739,-0.7209430004646206,-0.6782559249526896,2,5,1,1,1,0,1,0
1,-0.3397165448614566,39,0.07820485784584887,-0.06935356727885247,-0.014503762249053559,1,3,1,0,0,1,1,0
0,0.40189428185772985,27,-0.7171398801037686,-0.7182196401344279,-0.6782559249526896,0,8,1,1,1,0,1,0
0,-0.3397165448614566,23,-1.029386332780285,-0.7162932055348195,-0.6782559249526896,0,2,1,7,1,0,1,0
1,-0.3397165448614566,31,0.07820485784584887,1.0234858706735261,1.0930483908075987,1,1,0,0,1,0,1,0
1,-0.3397165448614566,26,-0.27528169235398114,-0.6516079626192337,-0.6198035293623185,1,2,1,3,0,1,0,1
1,-0.3397165448614566,39,0.023060956014675383,-0.0527004619570819,-0.01582382289912841,1,10,1,7,1,0,0,1
1,-0.3397165448614566,24,0.3727769830123739,-0.7067005600563911,-0.6614495984541069,2,4,1,4,1,0,0,1
1,-0.3397165448614566,27,-0.45202496745389614,8.537129617849585,6.296064509609726,0,0,1,7,1,0,1,0
1,-0.3397165448614566,24,-0.7656853663312119,1.4609819901467604,0.63000374959406,0,0,1,17,1,0,1,0
1,-0.3397165448614566,44,-0.5698538175205061,-0.718833009293031,-0.6782559249526896,0,3,1,11,1,0,1,0
1,-0.3397165448614566,25,0.031073317819205026,-0.6300529680074497,-0.5881434514093818,0,0,1,0,1,0,1,0
1,-0.3397165448614566,21,1.9634664589116089,-0.15284201445498355,0.4300328952834072,0,0,1,6,1,0,1,0
1,-0.3397165448614566,40,1.2152532609886353,-0.644919206205648,-0.556461995807584,0,1,1,11,1,0,1,0
1,-0.3397165448614566,24,-1.029386332780285,-0.6132488400675727,-0.6280722426009822,0,1,0,4,1,0,1,0
1,-0.3397165448614566,31,-0.5585422479141116,-0.11216961363230621,-0.25161048943091063,0,2,1,7,1,0,1,0
1,-0.3397165448614566,24,0.019290432812543862,-0.18458018515935787,-0.14877409795493637,0,1,1,8,1,0,1,0
1,-0.3397165448614566,47,0.13711928287915387,-0.3220374590246136,-0.26115342788041046,2,10,1,12,0,1,0,1
1,-0.3397165448614566,27,-0.5109393924872011,0.21244113416441965,-9.933377213894678e-05,0,1,1,8,1,0,1,0
1,-0.3397165448614566,49,-0.9527975802369887,-0.6107773019087313,-0.6220341751824854,1,3,1,3,0,1,1,0
1,-0.3397165448614566,32,-0.5109393924872011,-0.14969665061549506,-0.26324059044158443,0,0,1,5,1,0,1,0
1,-0.3397165448614566,35,0.6673491081788989,-0.6162640174517742,-0.5404440498644127,3,12,1,3,0,1,1,0
0,0.40189428185772985,26,-0.5309702969985246,-0.7189741888023221,-0.6782559249526896,0,1,1,20,0,1,1,0
1,-0.3397165448614566,20,-0.3931105424205912,0.012747877200634273,-0.10292949162837665,1,3,1,10,1,0,1,0
0,-0.3397165448614566,34,-0.5698538175205061,-0.718833009293031,-0.6782559249526896,0,2,1,2,1,0,1,0
1,-0.3397165448614566,49,2.081295308978219,-0.08309572878029803,0.6022091392397051,3,13,0,0,0,1,1,0
1,-0.3397165448614566,40,0.8440923832788139,0.8982663346043727,1.5772906392767434,3,10,1,17,0,1,1,0
1,-0.3397165448614566,20,-0.8526430576803702,0.6479359270114025,0.08475123134656475,0,7,1,6,1,0,1,0
1,-0.3397165448614566,40,-0.33419611738728616,-0.32175155522086324,-0.3528640181823909,3,1,0,0,1,0,1,0
1,-0.3397165448614566,25,-0.9852594284303396,-0.4637670430141039,-0.5516737324778971,0,0,0,16,1,0,1,0
1,-0.3397165448614566,29,0.07820485784584887,0.6024550673077896,0.6665375281354248,0,1,1,0,1,0,1,0
1,0.40189428185772985,40,-0.6582254550704637,-0.47278461778368464,-0.5169151788324233,0,7,1,10,1,0,1,0
0,1.1435051085769163,30,-0.6199310787988155,-0.7186393279284129,-0.6782559249526896,1,1,1,8,1,0,1,0
1,-0.3397165448614566,30,0.3727769830123739,0.22660919738385052,0.42137586420351336,1,3,0,6,0,1,1,0
1,-0.3397165448614566,40,0.6673491081788989,0.28621919096977844,0.6385870772876582,5,0,1,0,1,0,1,0
1,-0.3397165448614566,23,-0.11138176191132663,0.25840686983926375,0.2258785487625589,0,1,1,3,1,0,1,0
1,-0.3397165448614566,23,-0.21636726732067615,-0.45125099738246893,-0.4436090574555443,0,0,1,0,1,0,1,0
1,-0.3397165448614566,31,-0.21636726732067615,-0.5061669991085201,-0.4888822241940271,2,3,0,12,0,1,1,0
0,-0.3397165448614566,24,-0.8055115176537262,-0.7177780137072362,-0.6782559249526896,0,0,0,6,1,0,1,0
1,-0.3397165448614566,36,0.07820485784584887,1.5670290914352667,1.6443662210586747,0,7,1,17,0,1,1,0
0,-0.3397165448614566,28,-0.4638078524605571,-0.719201030788194,-0.6782559249526896,0,3,1,11,0,1,1,0
1,-0.3397165448614566,45,5.085872071251741,-0.5124107794839293,0.05691995264081881,1,2,1,6,0,1,0,1
0,-0.3397165448614566,23,-1.1389671633422322,-0.7152795721059615,-0.6782559249526896,0,1,1,6,0,1,1,0
1,-0.3397165448614566,38,0.1842508229057981,-0.5181458409878683,-0.45964225743289433,3,3,1,11,0,1,1,0
0,-0.3397165448614566,23,-0.48148217997054865,-0.7191433024847338,-0.6782559249526896,2,2,1,0,0,1,1,0
0,2.626726762015289,37,0.07820485784584887,-0.7204908588964253,-0.6782559249526896,2,1,1,9,0,1,1,0
1,-0.3397165448614566,28,-0.6287682425538111,1.011322826564898,0.4775367445104085,1,1,0,4,0,1,1,0
1,-0.3397165448614566,26,-0.10478334630759657,0.30147780312624545,0.2688538565927753,0,0,1,11,1,0,1,0
1,-0.3397165448614566,26,-0.5993110300371587,-0.7187207756976274,-0.6782559249526896,0,3,1,11,1,0,1,0
0,2.626726762015289,25,-0.8231858451637177,-0.7176816177055665,-0.6782559249526896,0,0,1,6,1,0,1,0
1,-0.3397165448614566,41,0.13711928287915387,0.8850092600732755,0.9992753157449304,3,5,1,10,0,1,1,0
0,0.40189428185772985,38,-0.09853841725406615,-0.7201517537752745,-0.6782559249526896,2,1,1,6,1,0,1,0
1,-0.3397165448614566,34,-0.8055115176537262,-0.6892931328907773,-0.6614495984541069,2,3,1,6,0,1,1,0
1,-0.3397165448614566,31,-0.30473890487063365,2.585416330402963,2.0536766934603725,2,2,1,11,0,1,1,0
1,-0.3397165448614566,24,-0.16039856353903623,0.012899269067195783,-0.017574736678047178,1,1,1,23,0,1,1,0
1,-0.3397165448614566,25,-1.1000836428202512,0.22332731711556023,-0.2681600164641969,1,1,1,19,0,1,1,0
1,-0.3397165448614566,57,0.8440923832788139,0.8945875649967062,1.5718699568906165,0,11,1,4,0,1,1,0
1,-0.3397165448614566,23,-0.45202496745389614,0.9003172460231575,0.5450431794211834,0,0,1,0,1,0,1,0
1,-0.3397165448614566,23,-0.30473890487063365,0.19857268969135444,0.08339450234509885,1,4,0,8,0,1,1,0
1,-0.3397165448614566,28,-0.01016677970410864,0.03153028011321436,0.052798063260959927,0,1,1,2,0,1,1,0
1,-0.3397165448614566,32,-0.9149745193656069,-0.15292630860228854,-0.3796472054003287,0,0,1,22,0,1,1,0
1,-0.3397165448614566,34,0.13711928287915387,-0.3144825301351786,-0.2517479957486268,4,4,1,8,0,1,0,1
0,-0.3397165448614566,31,-1.0912464790652554,-0.7157515866260062,-0.6782559249526896,2,1,1,0,1,0,1,0
1,-0.3397165448614566,24,-0.5698538175205061,2.072579811161366,1.2658267290937362,1,2,1,13,1,0,1,0
0,-0.3397165448614566,38,-0.21636726732067615,-0.7198880048788258,-0.6782559249526896,0,3,0,2,1,0,1,0
0,4.851559242172848,36,0.07820485784584887,-0.7204908588964253,-0.6782559249526896,2,5,1,7,0,1,1,0
1,-0.3397165448614566,29,-0.21636726732067615,-0.2312878992296914,-0.2512559064729599,1,1,1,8,0,1,1,0
1,-0.3397165448614566,34,-0.6052024725404892,1.2105418630128677,0.6329705859051034,0,9,0,11,0,1,1,0
1,-0.3397165448614566,25,-0.7465970926204212,0.5711849981448325,0.10960027303368312,0,2,1,17,1,0,1,0
1,-0.3397165448614566,22,-1.0411692177869463,0.8650054887710207,0.05726243504281048,0,2,1,3,0,1,1,0
1,-0.3397165448614566,26,-0.6782563595817871,-0.39963016886908914,-0.471214202438262,0,0,1,2,1,0,1,0
1,-0.3397165448614566,32,0.16657649539580638,-0.6599411301024429,-0.6134751586058594,2,1,1,17,0,1,1,0
0,4.109948415453662,39,-0.09853841725406615,-0.7201517537752745,-0.6782559249526896,0,7,1,7,1,0,1,0
0,-0.3397165448614566,30,-0.45202496745389614,-0.7192387764202615,-0.6782559249526896,0,0,0,0,1,0,1,0
1,0.40189428185772985,60,1.609979908711779,0.2712613580548215,1.0797594135799975,1,20,1,14,0,1,1,0
0,1.1435051085769163,36,-0.21636726732067615,-0.7198880048788258,-0.6782559249526896,0,6,1,16,1,0,1,0
1,-0.3397165448614566,36,0.6673491081788989,0.14499737635573118,0.4545211203928386,0,5,1,16,0,1,1,0
1,-0.3397165448614566,28,-0.6971089755924448,0.11529946161472547,-0.14787865681396897,0,0,1,14,0,1,1,0
0,-0.3397165448614566,66,-0.06908120473741364,-0.7202126185806103,-0.6782559249526896,3,25,1,13,0,1,1,0
1,-0.3397165448614566,35,-0.6876826675871162,0.6837551371403066,0.21884739238334053,1,1,1,9,0,1,1,0
1,-0.3397165448614566,74,-0.33036667976012124,-0.5459259847530163,-0.5358605059405415,0,42,1,10,0,1,1,0
1,-0.3397165448614566,28,-0.5519438323103814,1.685864849214776,1.0182266197943255,2,2,1,17,0,1,1,0
1,-0.3397165448614566,55,1.9634664589116089,-0.31703561945280195,0.10987235220100408,1,25,1,13,0,1,1,0
0,0.40189428185772985,38,0.3727769830123739,-0.7209430004646206,-0.6782559249526896,3,3,1,7,0,1,0,1
0,-0.3397165448614566,37,1.0561843133987119,-0.7216545095325967,-0.6782559249526896,0,7,1,1,0,1,0,1
1,-0.3397165448614566,39,1.0208356583787288,-0.11736557239190407,0.21800402030134824,3,11,1,15,0,1,1,0
1,-0.3397165448614566,44,0.49060583307898387,-0.3161235757688824,-0.18255775014197842,2,12,0,2,0,1,1,0
1,-0.3397165448614566,30,1.315407783545254,-0.3042084556229162,0.002815800163443194,0,0,0,8,0,1,1,0
1,-0.3397165448614566,23,-0.887991712700353,2.093279879550244,0.8383379214899651,0,0,1,4,1,0,1,0
0,-0.3397165448614566,27,-1.0176034477736242,-0.7163885075060668,-0.6782559249526896,0,8,1,0,1,0,1,0
1,-0.3397165448614566,51,2.0223808839449138,-0.6955610515651894,-0.6244756640231504,0,3,0,5,1,0,1,0
1,-0.3397165448614566,22,-0.8957684168047494,-0.6035958414566677,-0.6162375321895468,0,4,1,4,1,0,1,0
0,-0.3397165448614566,22,-0.9233403677203361,-0.7170746829650412,-0.6782559249526896,2,0,1,0,1,0,1,0
0,0.40189428185772985,36,-0.21636726732067615,-0.7198880048788258,-0.6782559249526896,1,1,1,16,0,1,1,0
1,-0.3397165448614566,36,-0.6876826675871162,-0.6032629903493494,-0.6036969560138352,0,6,1,0,0,1,1,0
0,0.40189428185772985,22,-0.9233403677203361,-0.7170746829650412,-0.6782559249526896,0,0,1,2,1,0,1,0
1,-0.3397165448614566,32,-0.45202496745389614,-0.692863892050371,-0.6577827633150098,0,7,1,21,1,0,1,0
0,-0.3397165448614566,27,-0.8055115176537262,-0.7177780137072362,-0.6782559249526896,0,2,1,4,1,0,1,0
1,-0.3397165448614566,38,0.9619212333454239,-0.12014833424855491,0.19578923297815715,3,0,1,0,0,1,1,0
